cutoff,MAE,RMSE,sMAPE,MASE,WQL,coverage80
2014-11-26 23:00:00,106.72622205606821,148.1100596851713,8.755085546951072,0.7158537765362543,0.06684007095829325,0.762034564604658
2014-12-03 23:00:00,127.30979262624184,177.88092905941343,9.188444016673563,0.8120356127739174,0.07343516361447439,0.6971146714137368
2014-12-10 23:00:00,130.73937933443383,180.03422347644297,9.104228533821464,0.8206256035382969,0.06753753492151461,0.7366488651535381
2014-12-17 23:00:00,158.30220700027397,246.07758782911782,11.121538637772336,1.023962733660359,0.12330917412706766,0.678478712357217
2014-12-24 23:00:00,222.19835955510243,368.0499043375445,15.223864885791453,1.316548960568707,0.11893940539698898,0.6848575878949711
