cutoff,unique_id,MAE,RMSE,sMAPE,MASE,WQL,coverage80
2014-11-26 23:00:00,T1,1.8702834910631256,3.018863914670626,17.182267054133277,0.23750105828531026,0.3856098323541509,1.0
2014-11-26 23:00:00,T10,80.89899049619252,107.81627447577604,33.54995535743118,1.405270278745527,0.4853690238708132,1.0
2014-11-26 23:00:00,T100,117.72029174810544,159.14263461748467,58.60402666415926,2.502029510064583,0.4959508699680562,0.9642857142857143
2014-11-26 23:00:00,T101,187.0400408027354,267.2619832469697,21.41948769866105,1.2608498723652697,0.14172995744329128,0.7916666666666666
2014-11-26 23:00:00,T102,15.002827377695574,22.182649200968026,11.943397647157045,0.8808409995951467,0.08758275458247271,0.8571428571428571
2014-11-26 23:00:00,T103,24.028356206274267,31.80463776496971,10.223208819102139,1.2866643833539273,0.07867830221355201,0.7976190476190477
2014-11-26 23:00:00,T104,1938.0665480734197,2193.142836176758,90.43659413283068,5.532319485294358,1.5352680139328196,0.9940476190476191
2014-11-26 23:00:00,T105,83.44610119047032,95.38564803700388,14.576198676357308,1.9387496386063927,0.1458218482217979,0.9642857142857143
2014-11-26 23:00:00,T106,105.99170052306565,213.74334564812392,64.10711280957948,0.6544563454831346,0.6053847201340448,0.8571428571428571
2014-11-26 23:00:00,T107,166.50891139553096,280.22494156147775,113.00108387956497,1.0882977325523842,0.6497511086077559,0.7678571428571429
2014-11-26 23:00:00,T108,35.811704309910674,51.65368942632897,134.76566796914855,0.9108001983897688,0.4572883546121537,0.7797619047619048
2014-11-26 23:00:00,T109,14.168242784698545,25.87429652710159,12.132968095972545,0.9174234987075821,0.10141208795933751,0.6666666666666666
2014-11-26 23:00:00,T11,13.649089745794104,17.496458533426075,8.420125139832782,0.7911434111027614,0.06496432623973747,0.8273809523809523
2014-11-26 23:00:00,T110,96.05669443170424,160.94554586809826,17.59662253804433,1.4415763045440073,0.16433148605090042,0.5297619047619048
2014-11-26 23:00:00,T111,22.37830767764617,37.1930866486449,8.845001672608596,0.6791271583504935,0.07229455253991446,0.7857142857142857
2014-11-26 23:00:00,T112,62.55202121803285,72.43620715974392,15.8060714093367,1.3678895972007852,0.11911744451419616,0.875
2014-11-26 23:00:00,T113,183.91536234116697,239.07626837439838,14.97666727245981,0.9678978967178421,0.1240107816061331,0.7976190476190477
2014-11-26 23:00:00,T114,485.00308340152486,553.9677272502688,106.22988834252678,4.195297301599779,6.127744382279472,0.9583333333333334
2014-11-26 23:00:00,T115,0.5435766697430895,0.7056902264490793,1.168806720750144,0.3814467900108735,0.08699014546337813,1.0
2014-11-26 23:00:00,T116,8.117032259314364,9.121740609517412,10.011931150971007,0.47278594920622996,0.10876801506801899,1.0
2014-11-26 23:00:00,T117,88.69101803126803,96.67781499245265,15.351839867779695,1.6387021536453077,0.21499779138722952,1.0
2014-11-26 23:00:00,T118,20.14878752081805,23.712970012771837,7.138668284670074,2.1844482660689497,0.0769264479168335,0.9642857142857143
2014-11-26 23:00:00,T119,11.84262108760351,17.636856182625266,3.454086532775807,1.3802221928094212,0.06312746984490956,1.0
2014-11-26 23:00:00,T12,177.48825232857746,197.1606698982501,55.04322398036956,2.368891337958708,0.5832193836450974,0.9761904761904762
2014-11-26 23:00:00,T120,280.35628454850354,381.23295974608925,2.8604599625999754,0.9605073800132611,0.06514062374777348,1.0
2014-11-26 23:00:00,T121,57.84971696051986,69.95418623071609,4.114841628468996,1.3025998056988313,0.07635016850637921,1.0
2014-11-26 23:00:00,T122,3.931356191899716,4.734670899343544,3.9596766848629192,0.6621231481094259,0.03048366809024411,0.9345238095238095
2014-11-26 23:00:00,T123,7.081649452620725,12.415611696291393,6.897320145145174,1.8099698809945273,0.11533510703417658,0.9345238095238095
2014-11-26 23:00:00,T124,442.16532662839626,510.0536572781153,76.6906563120357,6.040149893453485,1.4945355170752592,0.9702380952380952
2014-11-26 23:00:00,T125,180.00574281141564,251.70033862193543,19.456159730247276,1.5499432555562787,0.22024579908946365,0.9404761904761905
2014-11-26 23:00:00,T126,5.542284834116277,9.26582634617974,4.949542482089917,0.8106883365431322,0.06035375276763882,0.9761904761904762
2014-11-26 23:00:00,T127,316.6031968940136,446.46001545584556,69.48120786745619,1.7448830360343583,0.5477127491200934,0.9464285714285714
2014-11-26 23:00:00,T128,101.01751196548119,114.19572433724676,31.566218189372485,1.5406895068985444,0.3270402523858423,0.9880952380952381
2014-11-26 23:00:00,T129,1609.0013028564263,2042.6331211459346,14.563167611508968,1.4055960314566587,0.18134376497195734,0.9642857142857143
2014-11-26 23:00:00,T13,54.99403570880919,66.66760500163898,26.007128319160742,1.8916333852067013,0.2714376436569102,0.9702380952380952
2014-11-26 23:00:00,T130,683.3944982496133,752.6692468605634,98.59392270050795,5.955752430688071,2.369893104158388,0.9821428571428571
2014-11-26 23:00:00,T131,199.54110474786836,248.11878152503343,82.2648817075577,2.117365119350988,0.8361825770551136,0.9642857142857143
2014-11-26 23:00:00,T132,565.2414607039477,701.6877072986053,8.88082127653007,0.9325284625883337,0.14918455101069444,1.0
2014-11-26 23:00:00,T133,755.6327853145655,957.1873370371355,59.059797259601375,2.337902494863462,0.5979732070342243,0.9642857142857143
2014-11-26 23:00:00,T134,1647.0053944506185,1930.7294837860795,16.606308596377957,1.743801164965131,0.16102493969118348,0.9940476190476191
2014-11-26 23:00:00,T135,170.20194077628557,236.55593346196918,39.710085908765855,1.3675782534063472,0.2896559474565929,0.8571428571428571
2014-11-26 23:00:00,T136,221.4025950671909,282.3711634243114,5.217196171577541,0.7516892568094105,0.03680737488031424,0.8571428571428571
2014-11-26 23:00:00,T137,31.771674508218883,39.201570103889026,6.980977468405689,0.9912137794861747,0.0459876924597921,0.8095238095238095
2014-11-26 23:00:00,T138,10.12797338288675,12.134074395617588,6.492449642956255,1.0518660583571364,0.04896851272269287,0.8988095238095238
2014-11-26 23:00:00,T139,41.75194495821347,56.32266114763114,4.716656173615746,0.7671663862383865,0.03858500237928806,0.7976190476190477
2014-11-26 23:00:00,T14,15.716263494061426,19.806400090300052,12.404948015150415,1.061193800101184,0.08941138758587455,0.6785714285714286
2014-11-26 23:00:00,T140,26.824603352960604,32.32713668190632,6.3407695713734435,0.7367105284003068,0.04112077555927405,0.8690476190476191
2014-11-26 23:00:00,T141,105.38031439234594,229.94250930903698,32.3779175680819,2.7847578032330875,0.19626087293398178,0.8214285714285714
2014-11-26 23:00:00,T142,116.94397750987206,227.99237289703166,34.91275760717023,2.5019992816670706,0.22112070515990315,0.5833333333333334
2014-11-26 23:00:00,T143,14.839414425144506,20.348435964601457,4.953304850988381,0.6645519826214124,0.044054433600304296,0.9464285714285714
2014-11-26 23:00:00,T144,56.69740043735468,88.66835392679816,10.797365256677043,0.871140316188715,0.09109987067953176,0.8511904761904762
2014-11-26 23:00:00,T145,10.83903326128179,13.852086185060564,5.956524449762333,0.9197141118786479,0.045840253515061706,0.8154761904761905
2014-11-26 23:00:00,T146,26.06341534029608,34.93933181582768,8.249594610238303,1.0297201595505194,0.06820870671394563,0.7380952380952381
