MAE,RMSE,sMAPE,MASE,WQL,coverage80,model,n_excluded_MASE
190.3457075013705,279.84061656675215,14.459912432979412,1.2061901608346095,0.2829330184790103,0.9744474113632992,lgbm_global,0
